"","index","rune","color","word_length","word","gemetria_sequence","img","dots","end_of_page","punct","total_word_count","word_rune_position","total_line_count","end_of_line","rune_by_page","word_gemetria_value","sections","word_by_page","total_rune_position","unused","line_by_page","rune_as_prime","index_of_next_instance","gap_to_next_instance","space_to_next_instance","rune_count_by_sect","word_by_sect"
"6528",6528,"m","red","3","m,p,y",19,"no",NA,27,NA,1459,1,300,NA,1,217,6,1,6528,10,1,71,6542,13,12,1,1
"6529",6529,"p","red","3","m,p,y",13,"no",NA,27,NA,1459,2,300,NA,2,217,6,1,6529,10,1,43,6547,17,16,2,1
"6530",6530,"y","red","3","m,p,y",26,"no",NA,27,NA,1459,3,300,NA,3,217,6,1,6530,10,1,103,6575,44,43,3,1
"6531",6531,"l","red","12","l,s,o,a,ae,h,l,e,eo,i,m,l",20,"no",NA,27,NA,1460,1,300,NA,4,710,6,2,6531,10,1,73,6538,6,5,4,2
"6532",6532,"s","red","12","l,s,o,a,ae,h,l,e,eo,i,m,l",15,"no",NA,27,NA,1460,2,300,NA,5,710,6,2,6532,10,1,53,6545,12,11,5,2
"6533",6533,"o","red","12","l,s,o,a,ae,h,l,e,eo,i,m,l",3,"no",NA,27,NA,1460,3,300,NA,6,710,6,2,6533,10,1,7,6594,60,59,6,2
"6534",6534,"a","red","12","l,s,o,a,ae,h,l,e,eo,i,m,l",24,"no",NA,27,NA,1460,4,300,NA,7,710,6,2,6534,10,1,97,6615,80,79,7,2
"6535",6535,"ae","red","12","l,s,o,a,ae,h,l,e,eo,i,m,l",25,"no",NA,27,NA,1460,5,300,NA,8,710,6,2,6535,10,1,101,6563,27,26,8,2
"6536",6536,"h","red","12","l,s,o,a,ae,h,l,e,eo,i,m,l",8,"no",NA,27,NA,1460,6,300,NA,9,710,6,2,6536,10,1,23,6549,12,11,9,2
"6537",6537,"l","red","12","l,s,o,a,ae,h,l,e,eo,i,m,l",20,"no",NA,27,NA,1460,7,300,NA,10,710,6,2,6537,10,1,73,6543,5,4,10,2
"6538",6538,"e","red","12","l,s,o,a,ae,h,l,e,eo,i,m,l",18,"no",NA,27,NA,1460,8,300,NA,11,710,6,2,6538,10,1,67,6561,22,21,11,2
"6539",6539,"eo","red","12","l,s,o,a,ae,h,l,e,eo,i,m,l",12,"no",NA,27,NA,1460,9,300,NA,12,710,6,2,6539,10,1,41,6600,60,59,12,2
"6540",6540,"i","red","12","l,s,o,a,ae,h,l,e,eo,i,m,l",10,"no",NA,27,NA,1460,10,300,NA,13,710,6,2,6540,10,1,31,6562,21,20,13,2
"6541",6541,"m","red","12","l,s,o,a,ae,h,l,e,eo,i,m,l",19,"no",NA,27,NA,1460,11,300,NA,14,710,6,2,6541,10,1,71,6570,28,27,14,2
"6542",6542,"l","red","12","l,s,o,a,ae,h,l,e,eo,i,m,l",20,"no",NA,27,NA,1460,12,300,NA,15,710,6,2,6542,10,1,73,6544,1,0,15,2
"6543",6543,"l","red","4","l,s,c,p",20,"no",NA,27,NA,1461,1,300,NA,16,182,6,3,6543,10,1,73,6571,27,26,16,3
"6544",6544,"s","red","4","l,s,c,p",15,"no",NA,27,NA,1461,2,300,NA,17,182,6,3,6544,10,1,53,6611,66,65,17,3
"6545",6545,"c","red","4","l,s,c,p",5,"no",NA,27,NA,1461,3,300,NA,18,182,6,3,6545,10,1,13,6572,26,25,18,3
"6546",6546,"p","red","4","l,s,c,p",13,"no",13,27,NA,1461,4,300,NA,19,182,6,3,6546,0,1,43,6565,18,17,19,3
"6547",6547,"n","black","7","n,h,g,u,ia,h,u",9,"no",NA,27,NA,1462,1,300,1,20,205,6,4,6547,0,1,29,6580,32,31,20,4
"6548",6548,"h","black","7","n,h,g,u,ia,h,u",8,"no",NA,27,NA,1462,2,301,NA,21,205,6,4,6548,0,2,23,6553,4,3,21,4
"6549",6549,"g","black","7","n,h,g,u,ia,h,u",6,"no",NA,27,NA,1462,3,301,NA,22,205,6,4,6549,0,2,17,6574,24,23,22,4
"6550",6550,"u","black","7","n,h,g,u,ia,h,u",1,"no",NA,27,NA,1462,4,301,NA,23,205,6,4,6550,0,2,3,6554,3,2,23,4
"6551",6551,"ia","black","7","n,h,g,u,ia,h,u",27,"no",NA,27,NA,1462,5,301,NA,24,205,6,4,6551,0,2,107,6584,32,31,24,4
"6552",6552,"h","black","7","n,h,g,u,ia,h,u",8,"no",NA,27,NA,1462,6,301,NA,25,205,6,4,6552,0,2,23,6668,115,114,25,4
"6553",6553,"u","black","7","n,h,g,u,ia,h,u",1,"no",NA,27,NA,1462,7,301,NA,26,205,6,4,6553,0,2,3,6559,5,4,26,4
"6554",6554,"b","black","2","b,f",17,"no",NA,27,NA,1463,1,301,NA,27,63,6,5,6554,0,2,61,6560,5,4,27,5
"6555",6555,"f","black","2","b,f",0,"no",NA,27,NA,1463,2,301,NA,28,63,6,5,6555,0,2,2,6564,8,7,28,5
"6556",6556,"d","black","3","d,j,u",23,"no",NA,27,NA,1464,1,301,NA,29,129,6,6,6556,0,2,89,6671,114,113,29,6
"6557",6557,"j","black","3","d,j,u",11,"no",NA,27,NA,1464,2,301,NA,30,129,6,6,6557,0,2,37,6592,34,33,30,6
"6558",6558,"u","black","3","d,j,u",1,"no",NA,27,NA,1464,3,301,NA,31,129,6,6,6558,0,2,3,6622,63,62,31,6
"6559",6559,"b","black","3","b,e,i",17,"no",NA,27,NA,1465,1,301,NA,32,159,6,7,6559,0,2,61,6573,13,12,32,7
"6560",6560,"e","black","3","b,e,i",18,"no",NA,27,NA,1465,2,301,NA,33,159,6,7,6560,0,2,67,6591,30,29,33,7
"6561",6561,"i","black","3","b,e,i",10,"no",NA,27,NA,1465,3,301,NA,34,159,6,7,6561,0,2,31,6647,85,84,34,7
"6562",6562,"ae","black","2","ae,f",25,"no",NA,27,NA,1466,1,301,NA,35,103,6,8,6562,0,2,101,6566,3,2,35,8
"6563",6563,"f","black","2","ae,f",0,"no",NA,27,NA,1466,2,301,NA,36,103,6,8,6563,0,2,2,6583,19,18,36,8
"6564",6564,"p","black","1","p",13,"no",NA,27,NA,1467,1,301,1,37,43,6,9,6564,0,2,43,6567,2,1,37,9
"6565",6565,"ae","black","3","ae,p,th",25,"no",NA,27,NA,1468,1,302,NA,38,149,6,10,6565,0,3,101,6579,13,12,38,10
"6566",6566,"p","black","3","ae,p,th",13,"no",NA,27,NA,1468,2,302,NA,39,149,6,10,6566,0,3,43,6595,28,27,39,10
"6567",6567,"th","black","3","ae,p,th",2,"no",NA,27,NA,1468,3,302,NA,40,149,6,10,6567,0,3,5,6581,13,12,40,10
"6568",6568,"r","black","4","r,m,l,c",4,"no",NA,27,NA,1469,1,302,NA,41,168,6,11,6568,0,3,11,6593,24,23,41,11
"6569",6569,"m","black","4","r,m,l,c",19,"no",NA,27,NA,1469,2,302,NA,42,168,6,11,6569,0,3,71,6576,6,5,42,11
"6570",6570,"l","black","4","r,m,l,c",20,"no",NA,27,NA,1469,3,302,NA,43,168,6,11,6570,0,3,73,6607,36,35,43,11
"6571",6571,"c","black","4","r,m,l,c",5,"no",NA,27,NA,1469,4,302,NA,44,168,6,11,6571,0,3,13,6586,14,13,44,11
"6572",6572,"b","black","7","b,g,y,m,ea,b,ae",17,"no",NA,27,NA,1470,1,302,NA,45,523,6,12,6572,0,3,61,6578,5,4,45,12
"6573",6573,"g","black","7","b,g,y,m,ea,b,ae",6,"no",NA,27,NA,1470,2,302,NA,46,523,6,12,6573,0,3,17,6588,14,13,46,12
"6574",6574,"y","black","7","b,g,y,m,ea,b,ae",26,"no",NA,27,NA,1470,3,302,NA,47,523,6,12,6574,0,3,103,6617,42,41,47,12
"6575",6575,"m","black","7","b,g,y,m,ea,b,ae",19,"no",NA,27,NA,1470,4,302,NA,48,523,6,12,6575,0,3,71,6582,6,5,48,12
"6576",6576,"ea","black","7","b,g,y,m,ea,b,ae",28,"no",NA,27,NA,1470,5,302,NA,49,523,6,12,6576,0,3,109,6585,8,7,49,12
"6577",6577,"b","black","7","b,g,y,m,ea,b,ae",17,"no",NA,27,NA,1470,6,302,NA,50,523,6,12,6577,0,3,61,6587,9,8,50,12
"6578",6578,"ae","black","7","b,g,y,m,ea,b,ae",25,"no",NA,27,NA,1470,7,302,NA,51,523,6,12,6578,0,3,101,6589,10,9,51,12
"6579",6579,"n","black","2","n,th",9,"no",NA,27,NA,1471,1,302,NA,52,34,6,13,6579,0,3,29,6610,30,29,52,13
"6580",6580,"th","black","2","n,th",2,"no",NA,27,NA,1471,2,302,NA,53,34,6,13,6580,0,3,5,6703,122,121,53,13
"6581",6581,"m","black","9","m,f,ia,ea,c,b,g,ae,f",19,"no",NA,27,NA,1472,1,302,NA,54,483,6,14,6581,0,3,71,6654,72,71,54,14
"6582",6582,"f","black","9","m,f,ia,ea,c,b,g,ae,f",0,"no",NA,27,NA,1472,2,302,1,55,483,6,14,6582,0,3,2,6590,7,6,55,14
"6583",6583,"ia","black","9","m,f,ia,ea,c,b,g,ae,f",27,"no",NA,27,NA,1472,3,303,NA,56,483,6,14,6583,0,4,107,6679,95,94,56,14
"6584",6584,"ea","black","9","m,f,ia,ea,c,b,g,ae,f",28,"no",NA,27,NA,1472,4,303,NA,57,483,6,14,6584,0,4,109,6602,17,16,57,14
"6585",6585,"c","black","9","m,f,ia,ea,c,b,g,ae,f",5,"no",NA,27,NA,1472,5,303,NA,58,483,6,14,6585,0,4,13,6614,28,27,58,14
"6586",6586,"b","black","9","m,f,ia,ea,c,b,g,ae,f",17,"no",NA,27,NA,1472,6,303,NA,59,483,6,14,6586,0,4,61,6596,9,8,59,14
"6587",6587,"g","black","9","m,f,ia,ea,c,b,g,ae,f",6,"no",NA,27,NA,1472,7,303,NA,60,483,6,14,6587,0,4,17,6605,17,16,60,14
"6588",6588,"ae","black","9","m,f,ia,ea,c,b,g,ae,f",25,"no",NA,27,NA,1472,8,303,NA,61,483,6,14,6588,0,4,101,6659,70,69,61,14
"6589",6589,"f","black","9","m,f,ia,ea,c,b,g,ae,f",0,"no",NA,27,NA,1472,9,303,NA,62,483,6,14,6589,0,4,2,6597,7,6,62,14
"6590",6590,"e","black","4","e,j,r,o",18,"no",NA,27,NA,1473,1,303,NA,63,122,6,15,6590,0,4,67,6606,15,14,63,15
"6591",6591,"j","black","4","e,j,r,o",11,"no",NA,27,NA,1473,2,303,NA,64,122,6,15,6591,0,4,37,6625,33,32,64,15
"6592",6592,"r","black","4","e,j,r,o",4,"no",NA,27,NA,1473,3,303,NA,65,122,6,15,6592,0,4,11,6601,8,7,65,15
"6593",6593,"o","black","4","e,j,r,o",3,"no",NA,27,NA,1473,4,303,NA,66,122,6,15,6593,0,4,7,6599,5,4,66,15
"6594",6594,"p","black","2","p,b",13,"no",NA,27,NA,1474,1,303,NA,67,104,6,16,6594,0,4,43,6646,51,50,67,16
"6595",6595,"b","black","2","p,b",17,"no",NA,27,NA,1474,2,303,NA,68,104,6,16,6595,0,4,61,6598,2,1,68,16
"6596",6596,"f","black","3","f,b,o",0,"no",NA,27,NA,1475,1,303,NA,69,70,6,17,6596,0,4,2,6640,43,42,69,17
"6597",6597,"b","black","3","f,b,o",17,"no",NA,27,NA,1475,2,303,NA,70,70,6,17,6597,0,4,61,6664,66,65,70,17
"6598",6598,"o","black","3","f,b,o",3,"no",NA,27,NA,1475,3,303,NA,71,70,6,17,6598,0,4,7,6612,13,12,71,17
"6599",6599,"eo","black","4","eo,r,ea,r",12,"no",NA,27,NA,1476,1,303,NA,72,172,6,18,6599,0,4,41,6608,8,7,72,18
"6600",6600,"r","black","4","eo,r,ea,r",4,"no",NA,27,NA,1476,2,303,NA,73,172,6,18,6600,0,4,11,6603,2,1,73,18
"6601",6601,"ea","black","4","eo,r,ea,r",28,"no",NA,27,NA,1476,3,303,NA,74,172,6,18,6601,0,4,109,6604,2,1,74,18
"6602",6602,"r","black","4","eo,r,ea,r",4,"no",NA,27,NA,1476,4,303,NA,75,172,6,18,6602,0,4,11,6609,6,5,75,18
"6603",6603,"ea","black","4","ea,g,e,l",28,"no",NA,27,NA,1477,1,303,NA,76,266,6,19,6603,0,4,109,6627,23,22,76,19
"6604",6604,"g","black","4","ea,g,e,l",6,"no",NA,27,NA,1477,2,303,1,77,266,6,19,6604,0,4,17,6628,23,22,77,19
"6605",6605,"e","black","4","ea,g,e,l",18,"no",NA,27,NA,1477,3,304,NA,78,266,6,19,6605,0,5,67,6616,10,9,78,19
"6606",6606,"l","black","4","ea,g,e,l",20,"no",NA,27,NA,1477,4,304,NA,79,266,6,19,6606,0,5,73,6641,34,33,79,19
"6607",6607,"eo","black","12","eo,r,n,s,o,o,c,a,e,y,e,e",12,"no",NA,27,NA,1478,1,304,NA,80,562,6,20,6607,0,5,41,6700,92,91,80,20
"6608",6608,"r","black","12","eo,r,n,s,o,o,c,a,e,y,e,e",4,"no",NA,27,NA,1478,2,304,NA,81,562,6,20,6608,0,5,11,6621,12,11,81,20
"6609",6609,"n","black","12","eo,r,n,s,o,o,c,a,e,y,e,e",9,"no",NA,27,NA,1478,3,304,NA,82,562,6,20,6609,0,5,29,6633,23,22,82,20
"6610",6610,"s","black","12","eo,r,n,s,o,o,c,a,e,y,e,e",15,"no",NA,27,NA,1478,4,304,NA,83,562,6,20,6610,0,5,53,6636,25,24,83,20
"6611",6611,"o","black","12","eo,r,n,s,o,o,c,a,e,y,e,e",3,"no",NA,27,NA,1478,5,304,NA,84,562,6,20,6611,0,5,7,6613,1,0,84,20
"6612",6612,"o","black","12","eo,r,n,s,o,o,c,a,e,y,e,e",3,"no",NA,27,NA,1478,6,304,NA,85,562,6,20,6612,0,5,7,6688,75,74,85,20
"6613",6613,"c","black","12","eo,r,n,s,o,o,c,a,e,y,e,e",5,"no",NA,27,NA,1478,7,304,NA,86,562,6,20,6613,0,5,13,6677,63,62,86,20
"6614",6614,"a","black","12","eo,r,n,s,o,o,c,a,e,y,e,e",24,"no",NA,27,NA,1478,8,304,NA,87,562,6,20,6614,0,5,97,6634,19,18,87,20
"6615",6615,"e","black","12","eo,r,n,s,o,o,c,a,e,y,e,e",18,"no",NA,27,NA,1478,9,304,NA,88,562,6,20,6615,0,5,67,6618,2,1,88,20
"6616",6616,"y","black","12","eo,r,n,s,o,o,c,a,e,y,e,e",26,"no",NA,27,NA,1478,10,304,NA,89,562,6,20,6616,0,5,103,6623,6,5,89,20
"6617",6617,"e","black","12","eo,r,n,s,o,o,c,a,e,y,e,e",18,"no",NA,27,NA,1478,11,304,NA,90,562,6,20,6617,0,5,67,6619,1,0,90,20
"6618",6618,"e","black","12","eo,r,n,s,o,o,c,a,e,y,e,e",18,"no",NA,27,NA,1478,12,304,NA,91,562,6,20,6618,0,5,67,6691,72,71,91,20
"6619",6619,"t","black","2","t,r",16,"no",NA,27,NA,1479,1,304,NA,92,70,6,21,6619,0,5,59,6631,11,10,92,21
"6620",6620,"r","black","2","t,r",4,"no",NA,27,NA,1479,2,304,NA,93,70,6,21,6620,0,5,11,6651,30,29,93,21
"6621",6621,"u","black","2","u,y",1,"no",NA,27,NA,1480,1,304,NA,94,106,6,22,6621,0,5,3,6643,21,20,94,22
"6622",6622,"y","black","2","u,y",26,"no",NA,27,NA,1480,2,304,NA,95,106,6,22,6622,0,5,103,6630,7,6,95,22
"6623",6623,"oe","black","3","oe,j,x",22,"no",NA,27,NA,1481,1,304,NA,96,167,6,23,6623,0,5,83,6663,39,38,96,23
"6624",6624,"j","black","3","oe,j,x",11,"no",NA,27,NA,1481,2,304,NA,97,167,6,23,6624,0,5,37,6639,14,13,97,23
"6625",6625,"x","black","3","oe,j,x",14,"no",NA,27,NA,1481,3,304,1,98,167,6,23,6625,0,5,47,6720,94,93,98,23
"6626",6626,"ea","black","3","ea,g,ing",28,"no",NA,27,NA,1482,1,305,NA,99,205,6,24,6626,0,6,109,6645,18,17,99,24
"6627",6627,"g","black","3","ea,g,ing",6,"no",NA,27,NA,1482,2,305,NA,100,205,6,24,6627,0,6,17,6717,89,88,100,24
"6628",6628,"ing","black","3","ea,g,ing",21,"no",NA,27,NA,1482,3,305,NA,101,205,6,24,6628,0,6,79,6632,3,2,101,24
"6629",6629,"y","black","4","y,t,ing,n",26,"no",NA,27,NA,1483,1,305,NA,102,270,6,25,6629,0,6,103,6655,25,24,102,25
"6630",6630,"t","black","4","y,t,ing,n",16,"no",NA,27,NA,1483,2,305,NA,103,270,6,25,6630,0,6,59,6635,4,3,103,25
"6631",6631,"ing","black","4","y,t,ing,n",21,"no",NA,27,NA,1483,3,305,NA,104,270,6,25,6631,0,6,79,6637,5,4,104,25
"6632",6632,"n","black","4","y,t,ing,n",9,"no",NA,27,NA,1483,4,305,NA,105,270,6,25,6632,0,6,29,6650,17,16,105,25
"6633",6633,"a","black","3","a,t,s",24,"no",NA,27,NA,1484,1,305,NA,106,209,6,26,6633,0,6,97,6638,4,3,106,26
"6634",6634,"t","black","3","a,t,s",16,"no",NA,27,NA,1484,2,305,NA,107,209,6,26,6634,0,6,59,6648,13,12,107,26
"6635",6635,"s","black","3","a,t,s",15,"no",NA,27,NA,1484,3,305,NA,108,209,6,26,6635,0,6,53,6642,6,5,108,26
"6636",6636,"ing","black","3","ing,a,j",21,"no",NA,27,NA,1485,1,305,NA,109,213,6,27,6636,0,6,79,6653,16,15,109,27
"6637",6637,"a","black","3","ing,a,j",24,"no",NA,27,NA,1485,2,305,NA,110,213,6,27,6637,0,6,97,6661,23,22,110,27
"6638",6638,"j","black","3","ing,a,j",11,"no",NA,27,NA,1485,3,305,NA,111,213,6,27,6638,0,6,37,6699,60,59,111,27
"6639",6639,"f","black","4","f,l,s,u",0,"no",NA,27,NA,1486,1,305,NA,112,131,6,28,6639,0,6,2,6657,17,16,112,28
"6640",6640,"l","black","4","f,l,s,u",20,"no",NA,27,NA,1486,2,305,NA,113,131,6,28,6640,0,6,73,6672,31,30,113,28
"6641",6641,"s","black","4","f,l,s,u",15,"no",NA,27,NA,1486,3,305,NA,114,131,6,28,6641,0,6,53,6694,52,51,114,28
"6642",6642,"u","black","4","f,l,s,u",1,"no",NA,27,NA,1486,4,305,NA,115,131,6,28,6642,0,6,3,6662,19,18,115,28
"6643",6643,"w","black","5","w,ea,p,i,t",7,"no",NA,27,NA,1487,1,305,NA,116,261,6,29,6643,0,6,19,6665,21,20,116,29
"6644",6644,"ea","black","5","w,ea,p,i,t",28,"no",NA,27,NA,1487,2,305,NA,117,261,6,29,6644,0,6,109,6687,42,41,117,29
"6645",6645,"p","black","5","w,ea,p,i,t",13,"no",NA,27,NA,1487,3,305,NA,118,261,6,29,6645,0,6,43,6685,39,38,118,29
"6646",6646,"i","black","5","w,ea,p,i,t",10,"no",NA,27,NA,1487,4,305,NA,119,261,6,29,6646,0,6,31,6649,2,1,119,29
"6647",6647,"t","black","5","w,ea,p,i,t",16,"no",NA,27,NA,1487,5,305,1,120,261,6,29,6647,0,6,59,6674,26,25,120,29
"6648",6648,"i","black","2","i,n",10,"no",NA,27,NA,1488,1,306,NA,121,60,6,30,6648,0,7,31,6658,9,8,121,30
"6649",6649,"n","black","2","i,n",9,"no",NA,27,NA,1488,2,306,NA,122,60,6,30,6649,0,7,29,6709,59,58,122,30
"6650",6650,"r","black","4","r,r,ing,m",4,"no",NA,27,NA,1489,1,306,NA,123,172,6,31,6650,0,7,11,6652,1,0,123,31
"6651",6651,"r","black","4","r,r,ing,m",4,"no",NA,27,NA,1489,2,306,NA,124,172,6,31,6651,0,7,11,6689,37,36,124,31
"6652",6652,"ing","black","4","r,r,ing,m",21,"no",NA,27,NA,1489,3,306,NA,125,172,6,31,6652,0,7,79,6707,54,53,125,31
"6653",6653,"m","black","4","r,r,ing,m",19,"no",NA,27,NA,1489,4,306,NA,126,172,6,31,6653,0,7,71,6656,2,1,126,31
"6654",6654,"y","black","7","y,m,f,i,ae,i,a",26,"no",NA,27,NA,1490,1,306,NA,127,436,6,32,6654,0,7,103,6669,14,13,127,32
"6655",6655,"m","black","7","y,m,f,i,ae,i,a",19,"no",NA,27,NA,1490,2,306,NA,128,436,6,32,6655,0,7,71,6666,10,9,128,32
"6656",6656,"f","black","7","y,m,f,i,ae,i,a",0,"no",NA,27,NA,1490,3,306,NA,129,436,6,32,6656,0,7,2,6698,41,40,129,32
"6657",6657,"i","black","7","y,m,f,i,ae,i,a",10,"no",NA,27,NA,1490,4,306,NA,130,436,6,32,6657,0,7,31,6660,2,1,130,32
"6658",6658,"ae","black","7","y,m,f,i,ae,i,a",25,"no",NA,27,NA,1490,5,306,NA,131,436,6,32,6658,0,7,101,6708,49,48,131,32
"6659",6659,"i","black","7","y,m,f,i,ae,i,a",10,"no",NA,27,NA,1490,6,306,NA,132,436,6,32,6659,0,7,31,6667,7,6,132,32
"6660",6660,"a","black","7","y,m,f,i,ae,i,a",24,"no",NA,27,NA,1490,7,306,NA,133,436,6,32,6660,0,7,97,6681,20,19,133,32
"6661",6661,"u","black","4","u,oe,b,w",1,"no",NA,27,NA,1491,1,306,NA,134,166,6,33,6661,0,7,3,6695,33,32,134,33
"6662",6662,"oe","black","4","u,oe,b,w",22,"no",NA,27,NA,1491,2,306,NA,135,166,6,33,6662,0,7,83,6673,10,9,135,33
"6663",6663,"b","black","4","u,oe,b,w",17,"no",NA,27,NA,1491,3,306,NA,136,166,6,33,6663,0,7,61,6678,14,13,136,33
"6664",6664,"w","black","4","u,oe,b,w",7,"no",NA,27,NA,1491,4,306,NA,137,166,6,33,6664,0,7,19,6670,5,4,137,33
"6665",6665,"m","black","7","m,i,h,y,w,d,l",19,"no",NA,27,NA,1492,1,306,NA,138,409,6,34,6665,0,7,71,6725,59,58,138,34
"6666",6666,"i","black","7","m,i,h,y,w,d,l",10,"no",NA,27,NA,1492,2,306,NA,139,409,6,34,6666,0,7,31,6740,73,72,139,34
"6667",6667,"h","black","7","m,i,h,y,w,d,l",8,"no",NA,27,NA,1492,3,306,NA,140,409,6,34,6667,0,7,23,6746,78,77,140,34
"6668",6668,"y","black","7","m,i,h,y,w,d,l",26,"no",NA,27,NA,1492,4,306,NA,141,409,6,34,6668,0,7,103,6692,23,22,141,34
"6669",6669,"w","black","7","m,i,h,y,w,d,l",7,"no",NA,27,NA,1492,5,306,NA,142,409,6,34,6669,0,7,19,6683,13,12,142,34
"6670",6670,"d","black","7","m,i,h,y,w,d,l",23,"no",NA,27,NA,1492,6,306,NA,143,409,6,34,6670,0,7,89,6675,4,3,143,34
"6671",6671,"l","black","7","m,i,h,y,w,d,l",20,"no",4,27,NA,1492,7,306,NA,144,409,6,34,6671,0,7,73,6693,21,20,144,34
"6672",6672,"oe","black","3","oe,t,d",22,"no",NA,27,NA,1493,1,306,1,145,231,6,35,6672,0,7,83,6676,3,2,145,35
"6673",6673,"t","black","3","oe,t,d",16,"no",NA,27,NA,1493,2,307,NA,146,231,6,35,6673,0,8,59,6682,8,7,146,35
"6674",6674,"d","black","3","oe,t,d",23,"no",NA,27,NA,1493,3,307,NA,147,231,6,35,6674,0,8,89,6733,58,57,147,35
"6675",6675,"oe","black","3","oe,c,b",22,"no",NA,27,NA,1494,1,307,NA,148,157,6,36,6675,0,8,83,6734,58,57,148,36
"6676",6676,"c","black","3","oe,c,b",5,"no",NA,27,NA,1494,2,307,NA,149,157,6,36,6676,0,8,13,6739,62,61,149,36
"6677",6677,"b","black","3","oe,c,b",17,"no",NA,27,NA,1494,3,307,NA,150,157,6,36,6677,0,8,61,6680,2,1,150,36
"6678",6678,"ia","black","2","ia,b",27,"no",NA,27,NA,1495,1,307,NA,151,168,6,37,6678,0,8,107,6696,17,16,151,37
"6679",6679,"b","black","2","ia,b",17,"no",NA,27,NA,1495,2,307,NA,152,168,6,37,6679,0,8,61,6721,41,40,152,37
"6680",6680,"a","black","2","a,t",24,"no",NA,27,NA,1496,1,307,NA,153,156,6,38,6680,0,8,97,6710,29,28,153,38
"6681",6681,"t","black","2","a,t",16,"no",NA,27,NA,1496,2,307,NA,154,156,6,38,6681,0,8,59,6684,2,1,154,38
"6682",6682,"w","black","3","w,t,p",7,"no",NA,27,NA,1497,1,307,NA,155,121,6,39,6682,0,8,19,6686,3,2,155,39
"6683",6683,"t","black","3","w,t,p",16,"no",NA,27,NA,1497,2,307,NA,156,121,6,39,6683,0,8,59,6706,22,21,156,39
"6684",6684,"p","black","3","w,t,p",13,"no",NA,27,NA,1497,3,307,NA,157,121,6,39,6684,0,8,43,6741,56,55,157,39
"6685",6685,"w","black","6","w,ea,o,r,o,e",7,"no",NA,27,NA,1498,1,307,NA,158,220,6,40,6685,0,8,19,6769,83,82,158,40
"6686",6686,"ea","black","6","w,ea,o,r,o,e",28,"no",NA,27,NA,1498,2,307,NA,159,220,6,40,6686,0,8,109,6711,24,23,159,40
"6687",6687,"o","black","6","w,ea,o,r,o,e",3,"no",NA,27,NA,1498,3,307,NA,160,220,6,40,6687,0,8,7,6690,2,1,160,40
"6688",6688,"r","black","6","w,ea,o,r,o,e",4,"no",NA,27,NA,1498,4,307,NA,161,220,6,40,6688,0,8,11,6697,8,7,161,40
"6689",6689,"o","black","6","w,ea,o,r,o,e",3,"no",NA,27,NA,1498,5,307,NA,162,220,6,40,6689,0,8,7,6712,22,21,162,40
"6690",6690,"e","black","6","w,ea,o,r,o,e",18,"no",NA,27,NA,1498,6,307,NA,163,220,6,40,6690,0,8,67,6704,13,12,163,40
"6691",6691,"y","black","3","y,l,s",26,"no",NA,27,NA,1499,1,307,NA,164,229,6,41,6691,0,8,103,6729,37,36,164,41
"6692",6692,"l","black","3","y,l,s",20,"no",NA,27,NA,1499,2,307,NA,165,229,6,41,6692,0,8,73,6776,83,82,165,41
"6693",6693,"s","black","3","y,l,s",15,"no",4,27,NA,1499,3,307,1,166,229,6,41,6693,0,8,53,6747,53,52,166,41
"6694",6694,"u","black","12","u,ia,r,f,j,eo,r,ia,th,e,u,t",1,"no",NA,27,NA,1500,1,308,NA,167,453,6,42,6694,0,9,3,6705,10,9,167,42
"6695",6695,"ia","black","12","u,ia,r,f,j,eo,r,ia,th,e,u,t",27,"no",NA,27,NA,1500,2,308,NA,168,453,6,42,6695,0,9,107,6702,6,5,168,42
"6696",6696,"r","black","12","u,ia,r,f,j,eo,r,ia,th,e,u,t",4,"no",NA,27,NA,1500,3,308,NA,169,453,6,42,6696,0,9,11,6701,4,3,169,42
"6697",6697,"f","black","12","u,ia,r,f,j,eo,r,ia,th,e,u,t",0,"no",NA,27,NA,1500,4,308,NA,170,453,6,42,6697,0,9,2,6731,33,32,170,42
"6698",6698,"j","black","12","u,ia,r,f,j,eo,r,ia,th,e,u,t",11,"no",NA,27,NA,1500,5,308,NA,171,453,6,42,6698,0,9,37,6765,66,65,171,42
"6699",6699,"eo","black","12","u,ia,r,f,j,eo,r,ia,th,e,u,t",12,"no",NA,27,NA,1500,6,308,NA,172,453,6,42,6699,0,9,41,6791,91,90,172,42
"6700",6700,"r","black","12","u,ia,r,f,j,eo,r,ia,th,e,u,t",4,"no",NA,27,NA,1500,7,308,NA,173,453,6,42,6700,0,9,11,6727,26,25,173,42
"6701",6701,"ia","black","12","u,ia,r,f,j,eo,r,ia,th,e,u,t",27,"no",NA,27,NA,1500,8,308,NA,174,453,6,42,6701,0,9,107,6755,53,52,174,42
"6702",6702,"th","black","12","u,ia,r,f,j,eo,r,ia,th,e,u,t",2,"no",NA,27,NA,1500,9,308,NA,175,453,6,42,6702,0,9,5,6716,13,12,175,42
"6703",6703,"e","black","12","u,ia,r,f,j,eo,r,ia,th,e,u,t",18,"no",NA,27,NA,1500,10,308,NA,176,453,6,42,6703,0,9,67,6723,19,18,176,42
"6704",6704,"u","black","12","u,ia,r,f,j,eo,r,ia,th,e,u,t",1,"no",NA,27,NA,1500,11,308,NA,177,453,6,42,6704,0,9,3,6835,130,129,177,42
